flgs,proto,pkts,bytes,dur,mean,stddev,sum,min,max,rate,category
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,172,2.501117,0.0,0.0,0.0,0.0,0.0,0.399821,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,172,2.500041,0.0,0.0,0.0,0.0,0.0,0.399993,Normal
e,udp,2,172,2.501191,0.0,0.0,0.0,0.0,0.0,0.39981,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,172,0.007175,0.007175,0.0,0.007175,0.007175,0.007175,139.372818,Normal
e,udp,2,172,0.007346,0.007346,0.0,0.007346,0.007346,0.007346,136.12851,Normal
e,udp,2,172,2.500008,0.0,0.0,0.0,0.0,0.0,0.399999,Normal
e,udp,2,172,0.006982,0.006982,0.0,0.006982,0.006982,0.006982,143.225433,Normal
e,udp,2,172,0.006987,0.006987,0.0,0.006987,0.006987,0.006987,143.12294,Normal
e,udp,2,233,0.052971,0.052971,0.0,0.052971,0.052971,0.052971,18.878254,Normal
e,udp,2,233,0.00019,0.00019,0.0,0.00019,0.00019,0.00019,5263.157715,Normal
e,tcp,97,29344,46.375206,1.528159,1.349996,3.056319,0.178163,2.878156,2.070072,Normal
e,udp,1,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,tcp,16225,15080400,1479.64624,4.945239,0.026395,1458.845581,4.889463,4.997683,10.964783,Normal
e,udp,14751,885060,1479.699585,4.909315,0.012232,1448.247803,4.89378,4.999954,9.96824,Normal
e &,tcp,53090,54564495,1479.382935,4.962064,0.006599,1463.80896,4.947089,4.99596,35.885906,Normal
e,udp,53092,53005937,1479.436279,4.962133,0.009367,1463.829224,4.947263,4.999143,35.885967,Normal
e,tcp,8850,2619600,1479.542847,4.855529,0.009396,1432.380981,4.839091,4.932051,5.980901,Normal
e,tcp,2378,579147,1478.75647,3.806379,1.190139,1100.043457,0.148573,4.999984,1.607432,Normal
e,udp,26546,25390827,1479.433105,4.961647,0.007576,1463.685913,4.946121,4.998017,17.942684,Normal
e,tcp,26546,25437515,1479.433105,4.96171,0.007897,1463.704468,4.946117,4.998015,17.942684,Normal
e,udp,2,190,0.144049,0.144049,0.0,0.144049,0.144049,0.144049,6.942082,Normal
e,udp,2,684,0.003554,0.003554,0.0,0.003554,0.003554,0.003554,281.373108,Normal
e,udp,2,180,0.049033,0.049033,0.0,0.049033,0.049033,0.049033,20.394428,Normal
e,ipv6-icmp,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,ipv6-icmp,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,500,900.018799,0.0,0.0,0.0,0.0,0.0,0.001111,Normal
e,udp,2,201,0.14349,0.14349,0.0,0.14349,0.14349,0.14349,6.969127,Normal
e,udp,2,1301,0.015746,0.015746,0.0,0.015746,0.015746,0.015746,63.508194,Normal
e,udp,2,1209,0.015563,0.015563,0.0,0.015563,0.015563,0.015563,64.254967,Normal
e,udp,2,891,0.16751,0.16751,0.0,0.16751,0.16751,0.16751,5.969793,Normal
e,tcp,40,7467,170.374344,0.092371,0.121777,0.369485,0.00594,0.302119,0.228908,Normal
e,udp,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,ipv6-icmp,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,tcp,8,544,1090.456299,3.2e-05,1.3e-05,0.000128,2.1e-05,5.3e-05,0.006419,Normal
e,udp,2,180,0.048622,0.048622,0.0,0.048622,0.048622,0.048622,20.566822,Normal
e,udp,2,180,0.048539,0.048539,0.0,0.048539,0.048539,0.048539,20.60199,Normal
e,udp,4,1086,728.372864,8.2e-05,1.4e-05,0.000163,6.8e-05,9.5e-05,0.004119,Normal
e,udp,2,180,0.007474,0.007474,0.0,0.007474,0.007474,0.007474,133.797165,Normal
e,udp,2,180,0.221635,0.221635,0.0,0.221635,0.221635,0.221635,4.511923,Normal
e,tcp,3492,790617,1936.802368,4.312233,1.251197,1647.272949,0.006134,4.999997,1.802455,Normal
e &,tcp,70057,71833345,1940.859253,4.95646,0.089902,1913.193604,3.560582,4.999832,36.095352,Normal
e,udp,35029,33491025,1940.859253,4.956414,0.091445,1913.175903,3.56061,4.99944,18.047676,Normal
e,tcp,35028,33447147,1940.80957,4.95627,0.093453,1913.120361,3.510904,4.999456,18.047623,Normal
e,tcp,21369,19736679,1940.759888,4.920921,0.098533,1899.475586,3.455623,4.997121,11.01012,Normal
e,udp,19442,1166520,1940.80957,4.906859,0.096352,1894.047485,3.504733,4.978014,10.016953,Normal
e,udp,70056,69911387,1940.80603,4.956452,0.093033,1913.19043,3.560613,4.999815,36.095829,Normal
e,tcp,11733,3472968,1940.756348,4.85817,0.09645,1875.253662,3.505328,4.978014,6.045066,Normal
e,udp,6,1629,1456.749512,0.000191,3.1e-05,0.000572,0.000148,0.000222,0.003432,Normal
e,udp,2,132,0.1061,0.1061,0.0,0.1061,0.1061,0.1061,9.425071,Normal
e,udp,3,276,1.528407,1.528407,0.0,1.528407,1.528407,1.528407,1.308552,Normal
e,udp,2,333,0.30755,0.30755,0.0,0.30755,0.30755,0.30755,3.251504,Normal
e,udp,2,366,0.295126,0.295126,0.0,0.295126,0.295126,0.295126,3.388383,Normal
e,udp,2,1295,0.175987,0.175987,0.0,0.175987,0.175987,0.175987,5.682238,Normal
e,udp,2,1209,0.17588,0.17588,0.0,0.17588,0.17588,0.17588,5.685695,Normal
e,udp,2,885,0.167138,0.167138,0.0,0.167138,0.167138,0.167138,5.98308,Normal
e,udp,2,323,0.283312,0.283312,0.0,0.283312,0.283312,0.283312,3.529678,Normal
e,udp,2,419,0.009264,0.009264,0.0,0.009264,0.009264,0.009264,107.944733,Normal
e,udp,2,1290,0.057797,0.057797,0.0,0.057797,0.057797,0.057797,17.301935,Normal
e,udp,2,1209,0.057087,0.057087,0.0,0.057087,0.057087,0.057087,17.517122,Normal
e,udp,2,883,0.164684,0.164684,0.0,0.164684,0.164684,0.164684,6.072236,Normal
e,tcp,10,680,1453.943237,4.6e-05,3.5e-05,0.000228,1.6e-05,0.00011,0.00619,Normal
e,tcp,32,6721,61.455345,0.301399,0.350856,2.109795,0.155417,1.160759,0.504431,Normal
e,udp,2,172,2.500013,0.0,0.0,0.0,0.0,0.0,0.399998,Normal
e,udp,2,172,0.007516,0.007516,0.0,0.007516,0.007516,0.007516,133.0495,Normal
e,udp,2,172,2.500081,0.0,0.0,0.0,0.0,0.0,0.399987,Normal
e,udp,2,500,900.018982,0.0,0.0,0.0,0.0,0.0,0.001111,Normal
e,udp,2,180,0.04841,0.04841,0.0,0.04841,0.04841,0.04841,20.656889,Normal
e,udp,4,602,0.282753,0.219402,0.060596,0.438804,0.158806,0.279998,10.609967,Normal
e,tcp,30,17679,0.82394,0.82394,0.0,0.82394,0.82394,0.82394,35.196739,Normal
e,udp,4,602,0.447222,0.298667,0.148552,0.597334,0.150115,0.447219,6.708078,Normal
e d,tcp,33,20848,1.525284,1.525284,0.0,1.525284,1.525284,1.525284,20.979698,Normal
e,udp,4,602,0.371472,0.313363,0.058107,0.626725,0.255255,0.37147,8.075979,Normal
e,tcp,31,17739,0.873009,0.873009,0.0,0.873009,0.873009,0.873009,34.363907,Normal
e,udp,4,440,0.144525,0.144295,0.000225,0.28859,0.144065,0.144525,20.757654,Normal
e,tcp,24,8105,1.499182,1.499182,0.0,1.499182,1.499182,1.499182,15.3417,Normal
e,udp,4,440,0.143718,0.143302,0.000413,0.286604,0.142889,0.143715,20.874212,Normal
e,tcp,25,8219,1.388327,1.388327,0.0,1.388327,1.388327,1.388327,17.286993,Normal
e,udp,4,440,0.144507,0.144179,0.000324,0.288358,0.143855,0.144503,20.760239,Normal
e,tcp,25,8171,1.44505,1.44505,0.0,1.44505,1.44505,1.44505,16.608421,Normal
e,udp,2,201,0.142401,0.142401,0.0,0.142401,0.142401,0.142401,7.022423,Normal
e,udp,2,1301,0.138338,0.138338,0.0,0.138338,0.138338,0.138338,7.228672,Normal
e,udp,2,1209,0.143069,0.143069,0.0,0.143069,0.143069,0.143069,6.989635,Normal
e,udp,2,891,0.278547,0.278547,0.0,0.278547,0.278547,0.278547,3.590059,Normal
e d,tcp,39,6855,171.085968,0.103319,0.138228,0.413276,0.00603,0.341582,0.222111,Normal
e,udp,4,630,1176.48999,0.378059,0.197141,0.756118,0.180918,0.5752,0.00255,Normal
e,udp,1,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,172,2.501165,0.0,0.0,0.0,0.0,0.0,0.399814,Normal
e,udp,2,172,0.007202,0.007202,0.0,0.007202,0.007202,0.007202,138.850327,Normal
e,udp,2,172,2.501002,0.0,0.0,0.0,0.0,0.0,0.39984,Normal
e,udp,4,602,0.357798,0.288704,0.069088,0.577409,0.219617,0.357792,8.384619,Normal
e,tcp,29,17608,0.822892,0.822892,0.0,0.822892,0.822892,0.822892,34.026337,Normal
e,udp,2,172,2.501129,0.0,0.0,0.0,0.0,0.0,0.399819,Normal
e,udp,2,172,0.007221,0.007221,0.0,0.007221,0.007221,0.007221,138.484985,Normal
e,udp,2,172,2.500983,0.0,0.0,0.0,0.0,0.0,0.399843,Normal
e,udp,2,172,0.007183,0.007183,0.0,0.007183,0.007183,0.007183,139.21759,Normal
e,udp,2,172,2.501104,0.0,0.0,0.0,0.0,0.0,0.399823,Normal
e,udp,2,172,2.501241,0.0,0.0,0.0,0.0,0.0,0.399802,Normal
e,udp,2,172,0.007815,0.007815,0.0,0.007815,0.007815,0.007815,127.959061,Normal
e,udp,2,172,0.007432,0.007432,0.0,0.007432,0.007432,0.007432,134.553284,Normal
e,udp,2,172,0.007383,0.007383,0.0,0.007383,0.007383,0.007383,135.446289,Normal
e,udp,2,172,2.500164,0.0,0.0,0.0,0.0,0.0,0.399974,Normal
e,udp,1,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,172,2.501101,0.0,0.0,0.0,0.0,0.0,0.399824,Normal
e,udp,2,172,0.007396,0.007396,0.0,0.007396,0.007396,0.007396,135.208221,Normal
e,udp,2,172,0.007261,0.007261,0.0,0.007261,0.007261,0.007261,137.722076,Normal
e,udp,2,120,0.010097,0.010097,0.0,0.010097,0.010097,0.010097,99.039322,Normal
e,udp,2,120,0.0101,0.0101,0.0,0.0101,0.0101,0.0101,99.009903,Normal
e,udp,2,156,0.010028,0.010028,0.0,0.010028,0.010028,0.010028,99.720779,Normal
e,udp,2,156,0.010023,0.010023,0.0,0.010023,0.010023,0.010023,99.770531,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,4,440,0.180107,0.162408,0.017699,0.324816,0.144709,0.180107,16.656765,Normal
e,tcp,26,8285,1.766426,1.766426,0.0,1.766426,1.766426,1.766426,14.152872,Normal
e,udp,1,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,9,1074,6.208192,0.161776,0.323125,0.808879,0.0,0.808025,1.28862,Normal
e,tcp,27,7261,51.489693,0.607061,0.450007,1.821182,0.2888,1.243466,0.504955,Normal
e,tcp,252,282782,52.009312,0.952354,0.947639,2.857061,0.280803,2.292517,4.826059,Normal
e,udp,2,684,0.001609,0.001609,0.0,0.001609,0.001609,0.001609,621.504028,Normal
e,udp,2,172,2.500187,0.0,0.0,0.0,0.0,0.0,0.39997,Normal
e,udp,2,172,0.007171,0.007171,0.0,0.007171,0.007171,0.007171,139.450562,Normal
e,udp,2,172,2.501116,0.0,0.0,0.0,0.0,0.0,0.399822,Normal
e,udp,2,172,0.007082,0.007082,0.0,0.007082,0.007082,0.007082,141.203049,Normal
e,udp,2,172,2.501011,0.0,0.0,0.0,0.0,0.0,0.399838,Normal
e,udp,2,172,0.007357,0.007357,0.0,0.007357,0.007357,0.007357,135.924973,Normal
e,udp,2,172,2.499924,0.0,0.0,0.0,0.0,0.0,0.400012,Normal
e,udp,2,172,0.008054,0.008054,0.0,0.008054,0.008054,0.008054,124.161903,Normal
e,ipv6-icmp,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,172,2.500849,0.0,0.0,0.0,0.0,0.0,0.399864,Normal
e,udp,2,172,2.501134,0.0,0.0,0.0,0.0,0.0,0.399819,Normal
e,udp,2,172,2.50084,0.0,0.0,0.0,0.0,0.0,0.399866,Normal
e,udp,2,172,2.499885,0.0,0.0,0.0,0.0,0.0,0.400018,Normal
e,udp,2,172,0.006721,0.006721,0.0,0.006721,0.006721,0.006721,148.787384,Normal
e,udp,2,172,0.007419,0.007419,0.0,0.007419,0.007419,0.007419,134.789062,Normal
e,udp,2,172,0.00733,0.00733,0.0,0.00733,0.00733,0.00733,136.425644,Normal
e,udp,2,172,0.007745,0.007745,0.0,0.007745,0.007745,0.007745,129.115555,Normal
e,udp,2,172,2.501061,0.0,0.0,0.0,0.0,0.0,0.39983,Normal
e,udp,2,172,2.500994,0.0,0.0,0.0,0.0,0.0,0.399841,Normal
e,udp,2,172,2.501106,0.0,0.0,0.0,0.0,0.0,0.399823,Normal
e,udp,2,172,2.500026,0.0,0.0,0.0,0.0,0.0,0.399996,Normal
e,udp,2,172,0.007326,0.007326,0.0,0.007326,0.007326,0.007326,136.500137,Normal
e,udp,2,172,0.007206,0.007206,0.0,0.007206,0.007206,0.007206,138.773239,Normal
e,udp,2,172,0.007931,0.007931,0.0,0.007931,0.007931,0.007931,126.087509,Normal
e,udp,2,172,0.007337,0.007337,0.0,0.007337,0.007337,0.007337,136.295486,Normal
e,udp,2,172,2.500951,0.0,0.0,0.0,0.0,0.0,0.399848,Normal
e,udp,2,172,2.500954,0.0,0.0,0.0,0.0,0.0,0.399847,Normal
e,udp,2,172,2.500053,0.0,0.0,0.0,0.0,0.0,0.399992,Normal
e,udp,2,172,0.007909,0.007909,0.0,0.007909,0.007909,0.007909,126.438232,Normal
e,udp,2,172,0.007011,0.007011,0.0,0.007011,0.007011,0.007011,142.633011,Normal
e,udp,2,172,2.501166,0.0,0.0,0.0,0.0,0.0,0.399814,Normal
e,udp,2,172,0.007515,0.007515,0.0,0.007515,0.007515,0.007515,133.0672,Normal
e,udp,2,172,0.007486,0.007486,0.0,0.007486,0.007486,0.007486,133.582687,Normal
e,udp,2,180,0.048447,0.048447,0.0,0.048447,0.048447,0.048447,20.641111,Normal
e,udp,1,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,180,0.048631,0.048631,0.0,0.048631,0.048631,0.048631,20.563015,Normal
e,udp,1,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,180,0.007321,0.007321,0.0,0.007321,0.007321,0.007321,136.593353,Normal
e,tcp,55,11668,43.132221,1.86859,1.893185,5.60577,0.208133,4.517715,1.251964,Normal
e,udp,2,180,0.219862,0.219862,0.0,0.219862,0.219862,0.219862,4.548307,Normal
e,tcp,2846,685083,1743.19519,4.225939,1.368135,1428.36731,0.006303,4.999998,1.632061,Normal
e &,tcp,69595,69797982,1745.653564,4.966639,0.008544,1728.390259,4.950418,4.995234,39.867016,Normal
e,tcp,34801,32123625,1745.807861,4.966989,0.00779,1728.511963,4.950446,4.999296,19.933466,Normal
e,tcp,20881,18118177,1745.807861,4.950223,0.023771,1722.677734,4.900936,4.998902,11.960079,Normal
e,udp,69600,69187620,1745.758057,4.967142,0.007519,1728.56543,4.950445,4.997839,39.867496,Normal
e,udp,34800,33131340,1745.758057,4.966808,0.007544,1728.449097,4.950444,4.997833,19.93346,Normal
e,udp,19142,1148520,1745.907227,4.917745,0.011107,1711.375122,4.899937,4.999032,10.963354,Normal
e,tcp,12183,3606168,1746.104004,4.88162,0.034867,1698.803711,4.851122,4.999943,6.976675,Normal
e,tcp,10,680,1453.942627,2.4e-05,5e-06,0.000122,1.8e-05,3.3e-05,0.00619,Normal
e,udp,2,500,900.019836,0.0,0.0,0.0,0.0,0.0,0.001111,Normal
e,udp,6,1629,1455.345703,0.000132,8.6e-05,0.000395,1.7e-05,0.000223,0.003436,Normal
e,udp,2,201,0.143152,0.143152,0.0,0.143152,0.143152,0.143152,6.985582,Normal
e,udp,2,1301,0.231634,0.231634,0.0,0.231634,0.231634,0.231634,4.317155,Normal
e,udp,2,1209,0.23111,0.23111,0.0,0.23111,0.23111,0.23111,4.326944,Normal
e,udp,2,891,0.164316,0.164316,0.0,0.164316,0.164316,0.164316,6.085835,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,tcp,41,7363,171.366257,0.163593,0.237046,0.654373,0.005779,0.571601,0.233418,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,172,2.500086,0.0,0.0,0.0,0.0,0.0,0.399986,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,172,2.501092,0.0,0.0,0.0,0.0,0.0,0.399825,Normal
e,udp,2,172,0.007491,0.007491,0.0,0.007491,0.007491,0.007491,133.49353,Normal
e,udp,2,172,2.5,0.0,0.0,0.0,0.0,0.0,0.4,Normal
e,udp,2,172,2.499854,0.0,0.0,0.0,0.0,0.0,0.400023,Normal
e,udp,2,172,0.007446,0.007446,0.0,0.007446,0.007446,0.007446,134.300293,Normal
e,udp,2,172,0.007017,0.007017,0.0,0.007017,0.007017,0.007017,142.511047,Normal
e,udp,2,172,0.007284,0.007284,0.0,0.007284,0.007284,0.007284,137.287201,Normal
e,ipv6-icmp,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,ipv6-icmp,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,180,0.048481,0.048481,0.0,0.048481,0.048481,0.048481,20.626638,Normal
e,udp,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,1,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,ipv6-icmp,1,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e,udp,2,180,0.04829,0.04829,0.0,0.04829,0.04829,0.04829,20.708221,Normal
e,udp,2,180,0.048457,0.048457,0.0,0.048457,0.048457,0.048457,20.636852,Normal
e,udp,2,180,0.006957,0.006957,0.0,0.006957,0.006957,0.006957,143.740112,Normal
e,udp,2,190,0.180937,0.180937,0.0,0.180937,0.180937,0.180937,5.526785,Normal
e,udp,2,180,0.219518,0.219518,0.0,0.219518,0.219518,0.219518,4.555435,Normal
e,udp,2,172,2.499495,0.0,0.0,0.0,0.0,0.0,0.400081,Normal
e,udp,1,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
